mode,seed,episode,reward,length,energy,phase
normal,42,405,1676.849265,1600.0,2502.199999999928,training
normal,42,406,-163.984333,1600.0,2456.4999999999313,training
normal,42,407,1612.650149,1600.0,2475.399999999934,training
normal,42,408,1435.042537,1600.0,2487.299999999928,training
normal,42,409,-145.49631,84.0,93.90000000000002,training
normal,42,410,-307.086305,1600.0,2487.4999999999286,training
normal,42,411,-51.267736,73.0,84.00000000000007,training
normal,42,412,1531.15685,1600.0,2483.3999999999305,training
normal,42,413,1581.542102,1600.0,2508.299999999927,training
normal,42,414,1529.2693,1600.0,2525.4999999999254,training
normal,42,415,-95.746128,95.0,107.60000000000007,training
normal,42,416,-905.058223,1600.0,2512.8999999999255,training
normal,42,417,1486.970656,1600.0,2541.199999999925,training
normal,42,418,1415.681513,1600.0,2524.699999999925,training
normal,42,419,8.123994,1600.0,2501.299999999932,training
normal,42,420,-80.960656,71.0,98.60000000000004,training
normal,42,421,1508.150549,1600.0,2484.7999999999342,training
normal,42,422,987.159433,1600.0,2516.5999999999285,training
normal,42,423,519.235172,1600.0,2512.599999999927,training
normal,42,424,1441.94456,1600.0,2486.999999999929,training
normal,42,425,992.235216,1600.0,2497.299999999933,training
normal,42,426,1655.28795,1600.0,2517.599999999926,training
normal,42,427,1451.007699,1600.0,2511.599999999927,training
normal,42,428,1611.841052,1600.0,2519.3999999999255,training
normal,42,429,1576.964793,1600.0,2534.199999999925,training
normal,42,430,1487.010009,1600.0,2481.0999999999285,training
normal,42,431,1601.28844,1600.0,2532.7999999999247,training
normal,42,432,1559.971553,1600.0,2526.299999999925,training
normal,42,433,1585.235637,1600.0,2537.3999999999246,training
normal,42,434,-1483.710122,1600.0,2533.3999999999246,training
normal,42,435,-127.174806,64.0,73.00000000000001,training
normal,42,436,1605.31384,1600.0,2521.6999999999252,training
normal,42,437,1647.885844,1600.0,2521.299999999925,training
normal,42,438,1568.483887,1600.0,2521.3999999999255,training
normal,42,439,1590.376095,1600.0,2518.5999999999262,training
normal,42,440,485.934623,1600.0,2505.1999999999275,training
normal,42,441,768.172903,1600.0,2507.999999999929,training
normal,42,442,58.004228,1600.0,2530.6999999999257,training
normal,42,443,461.488195,1600.0,2472.399999999931,training
normal,42,444,-174.963095,1600.0,2472.8999999999296,training
normal,42,445,1035.794104,1600.0,2486.6999999999293,training
normal,42,446,1559.733192,1600.0,2521.8999999999264,training
normal,42,447,1487.894996,1600.0,2520.799999999926,training
normal,42,448,1572.877098,1600.0,2529.999999999925,training
normal,42,449,14.387312,107.0,134.0000000000001,training
normal,42,450,1581.794175,1600.0,2520.299999999926,training
normal,42,451,1533.550545,1600.0,2542.399999999924,training
normal,42,452,-48.067509,1600.0,2513.999999999927,training
normal,42,453,1634.4813,1600.0,2531.9999999999245,training
normal,42,454,1463.689413,1600.0,2509.0999999999276,training
normal,42,455,1615.569578,1600.0,2526.499999999925,training
normal,42,456,671.213981,1600.0,2510.7999999999265,training
normal,42,457,1551.546895,1600.0,2520.2999999999256,training
normal,42,458,1261.414984,1600.0,2485.89999999993,training
normal,42,459,1532.879693,1600.0,2526.9999999999254,training
normal,42,460,1142.613178,1600.0,2509.599999999927,training
normal,42,461,1605.794894,1600.0,2518.4999999999254,training
normal,42,462,1617.39006,1600.0,2520.7999999999265,training
normal,42,463,-1594.30789,1600.0,2502.8999999999264,training
normal,42,464,1687.562008,1600.0,2517.9999999999254,training
normal,42,465,1385.106908,1600.0,2489.699999999927,training
normal,42,466,1578.231827,1600.0,2521.399999999925,training
normal,42,467,1206.922067,1600.0,2487.099999999927,training
normal,42,468,-1195.018477,1600.0,2530.8999999999246,training
normal,42,469,1579.03309,1600.0,2514.7999999999256,training
normal,42,470,1397.229944,1600.0,2534.8999999999246,training
normal,42,471,1518.703853,1600.0,2531.699999999925,training
normal,42,472,-1050.141265,1600.0,2516.5999999999262,training
normal,42,473,1587.9889,1600.0,2518.4999999999254,training
